ags,land_total,land_settlement,land_traffic,veg_agri,veg_forrest,veg_wood,veg_heath,veg_moor,veg_marsh,veg_plant_uncover_com,water_total,settlement_ghd
01057001,2094,162,58,1154,107,12,0,0,0,1,600,7
01057002,515,13,14,485,0,1,0,0,0,0,1,-
01057003,873,32,20,785,13,0,0,0,3,1,19,0
01057004,2091,92,52,1233,192,25,0,0,44,19,433,0
01057005,1489,87,36,1067,130,3,0,1,5,1,160,-
01057006,441,15,10,413,2,0,0,0,0,0,1,-
01057007,3835,195,95,3153,234,3,0,0,20,18,118,0
01057008,2040,114,76,1534,296,0,2,0,0,2,15,1
01057009,2109,216,69,1391,259,3,0,2,1,5,164,7
01057010,552,34,14,461,37,1,3,0,0,1,2,2
01057011,1388,31,33,990,151,8,0,0,4,5,166,0
01057012,363,24,17,306,10,1,0,0,0,2,4,0
01057013,912,43,25,730,105,0,0,0,2,0,5,1
01057015,750,70,21,606,43,2,0,3,1,0,4,-
01057016,2191,85,56,1181,488,16,0,0,5,5,355,-
01057017,430,25,15,380,8,0,0,0,0,0,2,-
01057018,360,11,7,337,0,2,0,0,2,0,0,-
01057020,580,30,19,516,4,0,0,0,0,8,2,3
01057021,3281,94,75,1856,537,3,0,8,25,2,680,3
01057022,2414,97,57,1718,282,3,0,0,8,10,239,4
01057023,293,17,7,261,4,2,0,0,0,0,1,2
01057024,1317,42,41,1100,63,0,0,62,0,0,10,-
01057025,1472,401,109,708,223,4,0,0,5,4,17,8
01057026,1273,33,32,1017,171,3,0,0,5,0,12,-
01057027,1093,37,35,793,209,2,0,0,8,0,8,0
01057028,563,31,16,512,1,0,0,0,0,0,2,4
01057029,1054,97,38,786,102,0,0,0,7,11,13,3
01057030,875,190,38,364,102,2,0,0,60,16,104,0
01057031,1127,81,31,874,125,2,0,3,0,1,9,-
01057032,1180,43,26,967,132,3,0,0,1,1,7,1
01057033,216,36,13,96,6,1,0,0,20,0,43,-
01057034,1009,23,21,711,244,2,0,0,0,1,7,-
01057035,972,39,37,752,130,3,0,0,4,2,5,1
01057037,419,22,22,355,18,0,0,0,0,0,2,1
01057038,1152,33,20,851,154,4,0,0,16,0,74,0
01057039,1315,59,33,1049,167,0,0,0,2,0,5,0
01057040,445,23,11,399,10,0,0,0,0,0,1,-
01057041,548,31,14,494,1,2,0,0,0,1,5,0
01057042,1681,53,32,1240,207,14,0,2,3,1,131,3
01057043,523,149,39,247,1,43,0,0,0,10,33,4
01057044,2604,31,29,1051,351,15,0,0,35,1,1090,0
01057045,1859,59,42,1292,180,1,0,0,69,0,216,1
01057046,3138,119,77,2406,492,2,0,0,0,4,37,1
01057047,907,24,24,766,63,5,0,1,2,0,23,1
01057048,615,227,57,296,14,3,0,0,8,4,5,11
01057049,323,18,17,284,1,0,0,0,0,1,3,-
01057050,1954,79,36,1297,302,4,0,0,2,1,232,0
01057051,278,114,32,76,9,16,0,0,0,27,3,2
01057052,1428,55,27,1127,152,2,0,2,2,2,59,2
01057053,2203,46,36,932,609,7,0,5,3,0,565,1
01057054,647,30,31,520,43,3,0,3,0,0,17,-
01057055,2280,218,74,1560,378,1,0,2,1,5,41,0
01057056,432,23,12,241,4,0,0,0,5,0,147,1
01057057,3676,337,86,210,192,14,1,0,6,0,2828,2
01057058,2462,40,51,1198,800,3,0,0,20,1,349,0
01057059,833,34,23,729,21,7,0,0,2,2,14,0
01057060,477,24,11,437,2,0,0,0,0,0,1,1
01057062,1440,466,122,508,106,4,0,0,11,2,222,27
01057063,1495,102,58,1030,198,2,0,0,1,1,102,1
01057065,1691,39,39,1351,203,13,0,1,3,7,34,0
01057066,2001,155,57,1470,268,2,0,0,11,1,37,1
01057067,1179,42,26,847,97,18,0,0,1,1,148,0
01057068,1975,87,48,1645,173,0,0,0,4,0,17,1
01057069,1313,84,49,1003,146,6,0,4,0,2,19,1
01057070,1045,83,47,743,70,4,0,0,6,16,77,2
01057071,2673,98,64,2072,409,0,0,3,0,2,26,-
01057072,800,37,18,657,75,0,0,0,0,8,4,-
01057073,1163,297,96,707,22,5,0,0,2,15,19,17
01057074,1596,239,63,1102,133,9,0,0,6,15,28,18
01057076,1315,46,31,1066,114,3,0,26,2,8,19,-
01057077,426,91,21,273,38,1,0,0,0,0,2,9
01057078,797,45,34,698,8,0,0,0,0,0,12,-
01057079,381,57,15,292,0,1,0,0,0,7,9,2
01057080,2321,94,97,1632,276,19,0,10,3,1,188,2
01057081,778,25,17,577,16,1,0,0,13,1,130,1
01057082,758,43,22,673,0,3,0,0,0,11,6,4
01057083,510,23,13,446,25,0,0,2,0,0,3,-
01057084,1483,45,27,955,140,113,0,0,11,0,192,0
01057085,1334,149,49,1068,57,2,0,0,0,4,7,22
01057086,398,21,18,354,2,1,0,0,0,0,1,-
01057087,511,75,25,265,8,0,0,0,14,44,80,2
01057088,918,91,59,727,12,3,4,1,0,3,19,-
01057089,571,16,12,444,75,3,0,0,0,0,21,-
01057090,2353,67,53,1528,403,3,0,0,8,1,290,0
01057091,1781,497,149,838,241,8,0,0,10,5,32,39
01058000,218979,17059,8770,152071,24796,873,428,3089,406,1887,9600,963
01058001,1566,93,57,750,188,11,0,0,0,11,455,0
01058003,2042,174,121,1391,134,2,19,128,3,45,26,2
01058004,1213,79,49,604,408,0,0,1,1,20,52,0
01058005,1904,335,103,1136,265,1,0,10,0,20,33,14
01058007,1210,37,43,954,157,2,0,0,0,0,15,0
01058008,1039,67,37,696,212,0,10,5,4,3,4,1
01058009,4990,331,194,2919,1353,5,30,37,8,4,110,10
01058010,462,16,13,389,18,0,0,15,0,1,11,0
01058011,2535,132,74,1434,784,23,16,49,0,2,22,2
01058012,1786,97,55,1378,145,0,0,0,2,17,92,1
01058013,1196,47,60,803,109,62,0,0,0,52,64,-
01058014,2047,63,84,1611,237,4,0,11,0,6,31,0
01058015,1429,66,51,972,229,6,0,63,6,0,36,0
01058016,927,19,19,691,172,8,0,0,0,14,5,-
01058018,780,72,51,603,37,0,0,0,1,2,13,2
01058019,529,30,14,425,49,1,0,2,0,5,3,-
01058021,1527,58,48,1228,149,0,0,20,1,2,21,-
01058022,1017,279,85,413,108,1,0,51,1,3,76,15
01058023,663,35,26,483,24,0,0,37,1,3,53,2
01058024,915,117,57,678,11,2,0,5,0,7,38,7
01058025,1093,23,33,562,152,38,0,1,0,171,114,0
01058026,2624,104,61,2126,165,0,2,24,2,33,105,9
01058027,1366,42,63,855,334,0,56,0,0,2,13,1
01058028,1243,97,60,970,93,3,0,0,14,0,7,8
01058029,1851,96,61,1380,19,13,7,85,1,45,143,1
01058030,2047,133,111,1268,396,9,0,105,0,9,17,-
01058031,466,15,16,379,50,0,0,0,0,0,5,-
01058032,979,77,30,805,15,1,0,0,1,21,29,1
01058033,785,77,29,623,48,1,0,0,0,2,5,1
01058034,648,385,74,90,25,0,0,1,0,7,66,71
01058035,1324,63,32,1035,48,0,0,44,0,20,81,0
01058036,842,19,21,737,6,1,0,44,0,3,10,0
01058037,1571,250,59,1179,50,2,0,0,12,4,15,5
01058038,1062,71,73,599,185,0,0,130,0,0,4,15
01058039,748,39,23,508,128,0,0,33,0,2,15,2
01058040,1381,153,58,1008,116,1,0,0,4,20,20,3
01058042,1502,84,32,1238,42,1,0,0,0,6,99,1
01058043,2158,791,181,342,53,3,0,5,11,19,754,60
01058044,1468,67,58,1140,135,6,14,5,5,0,39,5
01058045,550,33,28,443,16,2,8,13,0,2,4,6
01058046,1020,55,43,753,147,1,0,1,0,8,12,1
01058047,2748,131,86,1857,613,9,0,2,1,7,41,4
01058048,745,29,25,628,55,0,0,0,0,2,6,-
01058049,3896,141,149,2451,817,0,11,63,43,5,215,3
01058050,1388,146,84,962,173,1,0,0,2,6,14,5
01058051,1533,62,56,1144,253,0,0,7,0,2,8,2
01058052,1231,104,42,837,162,0,0,0,15,5,65,2
01058053,1757,281,102,1251,43,1,3,55,0,3,18,27
01058054,2665,384,147,1608,313,1,0,4,0,155,53,65
01058055,538,7,8,473,7,0,0,13,0,2,28,-
01058056,713,37,22,607,3,7,0,21,0,0,16,1
01058057,834,73,21,644,85,0,0,0,0,3,9,10
01058058,935,290,85,533,10,1,0,9,1,1,5,19
01058059,2293,110,74,1948,77,25,0,33,0,0,26,2
01058061,1064,60,45,804,125,12,0,5,0,0,13,0
01058062,574,57,18,457,29,0,0,0,2,1,9,1
01058063,415,60,17,260,55,4,0,0,5,3,10,2
01058064,895,33,28,719,108,1,0,0,0,1,6,-
01058065,902,67,40,667,76,0,0,32,6,6,8,0
01058066,2360,92,57,930,264,3,0,1,0,3,1008,2
01058067,1190,121,37,665,161,0,1,0,4,0,201,-
01058068,1303,55,46,1080,61,5,0,4,0,13,41,-
01058069,579,31,21,490,29,0,0,0,2,4,2,0
01058070,3059,125,85,2607,71,9,0,61,2,2,97,1
01058071,967,54,32,686,171,7,0,0,2,0,13,1
01058072,1450,189,63,897,260,11,0,0,0,5,25,10
01058073,1031,33,37,856,99,0,0,1,0,1,4,-
01058074,755,20,18,592,106,0,0,12,0,0,7,-
01058075,883,17,71,559,29,5,0,11,0,121,69,-
01058076,662,17,32,471,136,0,0,0,0,1,6,-
01058077,1818,308,108,1204,123,4,0,0,2,5,65,56
01058078,3195,174,317,2235,125,14,16,113,73,7,121,15
01058080,2172,100,46,1858,149,1,0,0,1,4,13,4
01058081,519,28,26,317,142,0,0,0,0,2,3,1
01058082,1735,72,42,1447,111,0,0,1,0,40,21,2
01058083,691,24,17,500,140,1,0,0,1,2,6,0
01058084,798,31,20,679,47,0,0,15,1,1,4,0
01058085,887,28,36,638,148,1,1,31,1,0,3,-
01058086,4555,222,181,3343,628,28,8,72,0,8,66,12
01058087,209,31,11,162,2,0,0,0,0,0,2,-
01058088,430,21,23,367,18,0,0,0,0,0,3,0
01058089,626,17,13,564,1,5,0,8,2,3,12,-
01058090,3000,182,65,1681,300,1,0,0,51,37,682,1
01058091,1182,141,64,883,60,5,1,0,0,0,28,-
01058092,534,333,52,133,6,0,0,0,0,2,8,3
01058093,1391,62,24,1036,93,0,0,0,2,107,66,1
01058094,2422,169,78,1794,139,3,64,3,4,12,157,1
01058096,2518,109,51,1933,378,1,0,0,1,16,30,2
01058097,1603,107,47,775,577,46,14,15,0,4,17,4
01058098,835,34,40,649,43,3,0,45,0,0,20,3
01058099,1312,46,30,1129,27,0,4,65,0,2,8,1
01058100,2232,63,70,1732,144,0,0,127,1,4,92,-
01058101,1534,40,41,942,450,0,0,48,0,1,11,0
01058102,963,57,24,773,72,0,0,0,6,1,30,0
01058103,876,35,28,542,234,0,0,0,6,5,26,0
01058104,589,115,46,413,7,4,1,0,0,1,3,43
01058105,778,81,43,483,98,1,0,2,3,20,48,3
01058106,869,23,25,553,256,0,0,3,0,2,8,-
01058107,718,233,49,329,31,12,1,7,0,0,56,1
01058108,530,61,21,349,32,1,0,0,0,0,66,7
01058109,1244,44,24,983,127,0,0,55,0,2,8,1
01058110,1417,64,49,1235,61,0,0,0,1,2,5,-
01058111,571,23,28,412,84,1,0,13,0,6,4,-
01058112,1312,68,52,986,111,0,0,1,1,24,70,0
01058113,1648,56,53,804,690,10,0,26,1,1,7,0
01058115,1403,61,44,1012,274,0,0,0,4,0,8,0
01058116,1389,78,36,956,282,0,0,0,0,34,4,0
01058117,1277,331,107,809,9,2,0,11,0,2,7,32
01058118,1402,86,42,1157,88,0,5,0,0,1,22,1
01058119,797,82,22,573,16,1,0,1,1,28,73,-
01058120,433,17,10,320,81,1,0,0,0,0,3,0
01058121,1987,157,49,1635,113,0,0,13,0,9,12,5
01058122,727,37,41,611,16,0,0,9,2,6,5,1
01058123,984,65,33,801,72,0,0,0,2,0,10,1
01058124,1789,286,142,1021,81,0,12,174,1,21,51,56
01058125,1095,53,34,915,64,1,0,0,0,11,18,1
01058126,355,41,12,288,0,0,0,0,0,4,9,-
01058127,3931,288,181,2780,329,2,55,198,4,16,79,19
01058128,1460,122,88,1041,121,22,0,13,0,0,53,-
01058129,560,21,24,459,5,0,0,34,0,1,16,-
01058130,1618,110,41,1238,87,3,0,16,0,39,84,-
01058131,321,14,8,265,24,1,0,0,1,0,8,-
01058132,652,28,30,477,8,2,0,11,0,19,77,0
01058133,307,23,14,254,8,1,0,0,0,5,2,4
01058134,949,44,29,777,71,1,0,14,5,0,8,1
01058135,2375,1003,325,678,127,14,2,69,2,25,130,147
01058136,552,50,20,439,8,0,0,31,0,0,4,0
01058137,3885,142,74,3045,276,2,0,0,7,29,310,3
01058138,709,40,18,591,26,1,0,1,6,0,26,1
01058139,860,52,59,599,143,0,0,0,2,1,4,1
01058140,652,230,51,231,20,0,0,0,0,38,81,46
01058141,918,41,19,462,308,2,0,0,4,1,80,-
01058142,1021,67,21,840,47,0,0,8,0,11,28,1
01058143,481,59,21,333,36,2,0,0,1,2,26,0
01058144,613,44,39,435,21,0,0,71,0,0,3,-
01058145,355,30,9,205,100,0,0,0,3,0,7,-
01058146,1299,55,115,1054,20,1,0,7,0,1,48,1
01058147,985,68,52,692,63,1,6,89,0,2,13,2
01058148,1072,78,45,690,103,1,3,4,0,29,119,1
01058150,2855,224,95,2293,184,0,0,0,1,42,15,3
01058151,677,36,27,553,27,12,0,11,0,0,11,0
01058152,1525,66,25,1013,303,0,4,0,6,46,62,0
01058153,650,17,24,328,43,233,0,0,0,1,4,-
01058154,592,22,14,443,1,0,0,106,0,0,6,0
01058155,1183,48,35,831,203,0,32,18,0,0,14,-
01058156,1161,55,38,938,16,44,0,0,0,1,68,0
01058157,1373,116,43,1059,82,17,0,0,2,31,23,1
01058158,765,13,17,485,60,24,0,45,0,77,45,-
01058159,669,36,24,496,104,2,3,0,0,0,5,3
01058160,434,8,21,287,102,3,0,6,0,2,3,-
01058161,1198,42,35,737,369,1,1,4,2,1,7,3
01058162,2739,56,49,2015,304,0,0,0,2,7,305,1
01058163,1536,67,64,875,480,2,11,24,0,1,12,0
01058164,1178,94,40,846,134,1,0,32,0,3,26,2
01058165,1774,78,59,1493,128,0,0,1,0,2,13,-
01058166,3326,252,59,2637,256,2,0,0,0,41,80,3
01058167,811,42,37,642,47,1,0,26,0,3,12,2
01058168,871,194,42,455,38,1,1,0,1,6,135,0
01058169,2349,182,116,1739,266,12,0,0,1,0,32,5
01058170,605,109,32,376,24,0,0,61,0,1,3,13
01058171,3692,135,64,1850,1182,1,0,9,15,5,432,0
01058172,778,223,69,389,12,0,3,39,0,9,35,34
01058173,1477,86,50,1164,158,0,0,9,2,3,6,0
01058174,958,55,21,705,10,0,0,0,5,2,160,1
01058175,1004,47,34,591,163,0,0,12,0,2,155,-
01059000,207128,14969,8677,153136,14487,121,103,1611,508,2009,11508,856
01059001,1409,39,40,1279,29,1,3,0,0,1,16,-
01059002,45,15,3,2,1,0,0,0,9,0,16,2
01059005,1822,72,50,1449,95,2,0,97,8,3,47,1
01059006,1366,67,46,1170,59,2,0,3,2,4,12,0
01059008,788,97,36,514,130,0,0,1,0,1,10,9
01059009,1871,90,64,1669,14,0,0,0,0,1,34,0
01059010,2705,145,146,1997,270,6,1,71,3,10,57,13
01059012,995,95,34,532,45,0,0,36,6,19,228,0
01059018,535,118,91,243,31,1,0,0,15,8,28,17
01059019,1666,140,164,1297,49,0,0,0,6,4,5,1
01059020,1661,63,46,1437,14,1,0,66,2,2,31,0
01059023,2149,85,65,1926,57,1,0,1,0,4,9,2
01059024,3396,159,129,2758,23,8,0,97,34,47,140,2
01059026,1200,139,52,698,34,0,0,0,3,9,264,4
01059032,808,24,22,698,43,0,1,13,0,3,3,0
01059034,665,28,16,414,21,0,0,1,7,1,177,3
01059035,1537,77,58,1331,49,0,2,6,1,1,12,4
01059037,1453,72,51,1185,90,0,0,4,7,15,29,0
01059039,1751,93,47,1528,32,1,0,1,0,1,47,-
01059041,968,49,46,817,37,1,0,13,0,1,4,2
01059042,1335,132,53,629,349,0,2,23,5,77,65,35
01059043,1189,185,375,521,26,3,0,2,1,42,34,13
01059044,1558,174,81,1251,22,0,0,1,0,5,23,10
01059045,4333,532,176,2466,280,1,0,2,18,61,798,39
01059049,822,46,25,695,50,0,0,0,0,0,4,0
01059050,2563,68,82,2157,141,0,0,85,0,6,22,-
01059051,1282,53,189,983,51,0,0,0,0,3,4,0
01059053,3194,448,170,1654,883,1,0,3,8,21,7,42
01059055,669,29,21,578,31,0,0,1,0,1,6,1
01059056,578,22,46,485,11,0,0,8,0,2,5,-
01059057,1651,108,103,987,241,3,7,28,23,22,129,23
01059058,2411,72,86,1873,10,2,0,111,36,132,89,0
01059060,1442,83,44,1162,135,0,0,0,2,0,15,2
01059062,442,63,87,241,37,4,0,0,0,6,3,-
01059063,398,42,17,307,24,0,0,0,0,2,5,-
01059065,318,16,13,221,60,0,0,4,0,0,3,0
01059067,709,27,17,623,31,0,0,0,0,5,5,-
01059068,1421,86,48,1137,48,1,0,0,1,1,99,1
01059070,601,25,17,517,38,0,0,0,1,0,5,-
01059072,814,26,20,580,180,0,0,0,0,1,6,0
01059073,2500,104,76,1783,113,6,3,10,7,15,382,5
01059074,632,35,18,515,53,0,0,0,0,2,8,-
01059075,2430,925,259,453,217,3,0,0,32,58,484,104
01059076,1073,50,34,946,32,0,0,0,1,5,5,1
01059077,2394,240,146,1714,256,4,0,0,0,20,15,18
01059078,1007,107,63,638,109,1,0,3,15,5,65,2
01059079,3791,228,156,3066,261,2,14,3,5,9,45,3
01059080,873,63,31,749,21,0,0,5,0,0,4,1
01059081,1454,67,60,1209,80,0,0,22,0,3,12,1
01059082,1340,69,47,1156,28,2,0,0,4,18,16,2
01059083,2006,285,93,1412,171,3,0,3,1,5,33,20
01059084,915,33,32,581,97,0,14,0,2,1,155,0
01059086,1369,81,42,1173,62,0,0,0,1,2,8,2
01059087,2319,81,82,1574,297,0,0,253,1,2,29,0
01059088,1334,43,38,1131,8,0,0,38,2,1,72,0
01059090,1044,97,34,851,29,0,0,25,0,1,7,1
01059092,2172,130,84,1650,273,0,0,2,0,1,31,6
01059093,1059,40,35,786,185,0,0,1,0,3,9,1
01059094,1981,85,46,1376,100,0,0,0,7,4,363,-
01059095,563,23,14,474,45,0,0,0,0,1,6,-
01059096,1443,56,45,1158,107,0,0,31,3,11,30,-
01059097,1252,55,40,1099,36,0,0,0,0,7,14,1
01059098,1834,103,58,1514,107,3,13,4,6,10,14,3
01059101,416,24,17,355,12,0,0,0,0,3,4,0
01059102,380,17,9,341,11,0,0,0,0,0,1,-
01059103,913,46,36,773,45,0,0,2,0,2,9,-
01059105,440,32,16,379,9,0,0,0,0,0,4,-
01059106,1308,86,50,1101,49,2,0,0,0,10,10,0
01059107,1668,342,102,1034,170,3,0,0,0,3,13,47
01059109,1807,86,46,1592,68,0,0,0,3,4,9,0
01059112,2002,153,59,1558,141,0,0,0,10,4,77,3
01059113,3968,328,104,690,653,1,0,0,27,29,2137,3
01059115,3020,201,110,2569,85,7,0,1,0,15,33,13
01059116,2507,136,96,2061,113,0,6,51,0,3,40,1
01059118,1157,75,40,1000,28,5,0,0,0,3,5,3
01059120,1892,468,141,766,179,0,0,1,3,229,104,70
01059121,1131,85,35,984,9,0,0,1,3,5,9,0
01059123,1815,103,64,1492,121,2,0,0,0,5,27,1
01059124,1342,33,43,1215,25,0,0,0,0,1,25,-
01059126,1620,97,74,1352,70,4,0,1,0,2,19,1
01059127,1931,145,79,1625,62,0,0,0,0,2,17,3
01059128,1449,54,47,1308,7,2,0,4,0,16,12,1
01059129,1663,126,57,1205,151,0,0,104,0,0,21,1
01059131,1600,79,58,1311,138,0,0,0,0,2,12,0
01059132,1969,104,71,1572,152,0,1,50,0,2,16,7
01059136,592,35,16,519,8,0,0,2,2,6,4,0
01059137,1541,101,46,848,100,0,0,3,0,5,437,2
01059138,1317,66,49,963,218,0,3,0,0,2,17,1
01059141,771,54,33,645,31,0,0,0,0,2,7,1
01059142,842,58,24,236,138,0,0,0,6,30,349,0
01059143,975,78,36,746,97,0,1,0,0,5,12,1
01059144,1240,83,45,968,124,1,1,5,0,0,13,1
01059145,1327,70,40,762,61,0,0,3,0,6,384,1
01059147,807,27,23,548,50,1,0,0,35,71,52,-
01059148,989,57,35,839,28,0,0,0,3,10,17,1
01059149,1247,72,42,1100,9,0,2,4,1,0,17,9
01059151,1235,76,39,1004,103,0,0,0,0,0,13,1
01059152,555,30,13,496,4,0,0,0,0,6,5,0
01059154,884,34,17,573,66,0,0,1,1,7,185,0
01059155,580,28,15,518,18,0,0,0,0,0,1,1
01059157,525,30,16,455,20,0,0,3,0,0,1,0
01059158,1909,189,84,1456,143,2,0,0,0,7,27,9
01059159,3101,162,194,2354,319,1,0,30,0,5,35,2
01059161,4432,289,159,3590,212,0,0,37,0,4,141,26
01059162,1298,58,39,1150,29,0,0,0,0,2,19,4
01059163,1000,31,17,763,183,0,0,0,0,1,4,2
01059164,1629,92,38,1085,61,1,0,0,2,15,336,-
01059167,1715,119,51,1452,71,0,0,0,0,7,13,6
01059168,1640,71,30,1392,138,0,0,0,1,0,7,0
01059169,1015,36,34,838,81,0,0,18,0,1,7,0
01059171,1636,299,98,1108,90,1,0,19,0,6,16,28
01059173,1323,70,49,850,335,0,1,1,1,5,12,6
01059174,2864,211,100,2377,73,4,0,8,0,8,82,7
01059176,1274,119,63,906,170,0,0,0,0,4,11,12
01059177,2144,83,65,1858,108,0,0,0,0,2,27,2
01059178,1471,66,30,471,45,2,0,0,2,20,835,-
01059179,5328,209,194,4414,343,1,2,62,6,27,70,5
01059182,1530,104,55,1276,65,0,2,0,0,10,18,1
01059183,7772,857,439,5384,825,4,2,18,1,113,129,126
01059184,3627,343,184,2561,331,3,21,12,15,53,103,16
01059185,4496,326,150,3280,591,1,0,85,1,14,48,18
01059186,3572,220,102,2691,209,1,0,0,5,17,326,2
01059187,3015,145,92,2224,118,4,0,0,14,11,408,3
01059188,3267,150,125,2184,80,1,0,0,67,476,184,6
01059189,1345,95,37,943,30,1,0,3,8,3,226,4
01060000,134447,13435,6179,86747,22909,538,370,941,187,710,2429,1282
01060002,2156,267,110,1576,180,2,0,1,6,2,10,8
01060003,892,40,27,787,30,1,0,0,0,0,6,0
01060004,2414,601,200,1046,466,3,47,15,1,4,32,43
01060005,1887,639,179,642,178,13,0,1,6,8,222,54
01060006,571,20,18,421,110,0,0,0,0,0,2,-
01060007,2043,162,83,1051,650,3,51,17,5,8,12,10
01060008,668,40,31,526,18,20,0,22,1,5,6,0
01060009,1724,90,77,1217,315,5,0,3,3,0,15,1
01060010,1069,49,37,838,38,3,0,62,0,24,18,5
01060011,2711,284,128,1138,1134,2,20,0,0,2,4,7
01060012,1412,211,101,774,126,20,0,0,3,4,173,36
01060013,512,18,21,383,84,1,0,0,0,2,3,-
01060015,415,20,12,366,14,0,0,0,0,0,2,1
01060016,1516,115,68,625,685,14,0,0,0,3,7,26
01060017,774,141,27,328,141,15,0,0,1,119,3,2
01060018,279,5,7,232,31,0,0,0,0,0,3,-
01060019,709,197,53,414,27,8,0,0,0,0,10,39
01060020,621,90,34,468,2,7,0,8,5,1,8,17
01060021,923,29,35,754,94,1,2,0,0,0,9,-
01060022,589,25,18,480,5,10,0,40,2,3,7,0
01060023,649,38,43,510,51,2,1,0,0,2,2,3
01060024,570,33,49,456,26,3,0,0,0,1,2,1
01060025,1883,76,34,1400,323,6,0,0,20,13,11,2
01060026,1486,88,40,1039,312,0,0,0,0,0,7,0
01060027,4562,217,224,3459,543,7,64,4,0,1,43,8
01060028,3019,144,138,2085,614,9,0,2,0,2,23,1
01060029,1068,38,33,924,52,7,0,0,0,4,9,1
01060030,638,71,27,492,24,12,2,3,0,1,7,4
01060031,820,45,27,613,124,0,0,0,0,5,5,0
01060033,1001,42,25,863,59,0,0,0,0,0,11,-
01060034,1538,123,59,986,294,1,41,15,8,0,10,5
01060035,520,25,26,420,43,1,0,0,0,0,5,-
01060036,1776,84,68,971,636,1,5,1,0,1,10,1
01060037,1824,24,71,962,572,0,1,170,1,9,15,0
01060038,1783,74,58,1118,488,1,16,6,3,4,14,2
01060039,3946,964,273,2294,291,16,5,30,0,35,38,156
01060040,793,66,47,627,30,2,0,0,2,0,18,2
01060041,495,33,29,386,19,0,0,5,3,14,6,2
01060042,275,26,10,222,14,0,0,0,0,0,2,-
01060043,713,85,35,473,24,1,0,46,27,4,18,4
01060044,2311,798,228,955,298,2,1,0,0,0,29,165
01060045,984,49,27,669,233,2,0,0,0,0,5,-
01060046,525,62,20,365,61,3,3,9,0,0,3,4
01060047,2451,250,83,1735,351,17,0,0,2,2,12,7
01060048,467,39,18,390,12,0,0,0,0,2,7,4
01060049,453,92,22,265,16,1,2,0,3,20,31,3
01060050,1125,57,26,879,99,2,0,1,0,1,58,0
01060051,845,59,26,677,33,1,0,5,16,0,28,1
01060052,1794,59,69,1261,373,3,17,0,0,1,10,2
01060053,1498,123,54,1251,36,6,0,6,5,6,13,8
01060054,2008,155,127,1300,313,5,9,71,1,10,17,6
01060056,1252,27,31,468,715,0,4,1,0,0,5,-
01060057,772,32,27,553,14,10,0,0,6,1,130,1
01060058,1037,131,46,809,23,21,0,0,0,0,7,9
01060059,1697,81,97,1008,394,9,20,55,2,18,13,1
01060060,1532,59,33,1142,190,15,0,14,1,4,74,1
01060061,1340,65,42,1163,50,5,0,0,1,2,11,6
01060062,722,49,31,513,33,2,0,0,4,0,90,0
01060063,5810,2130,602,1939,871,19,9,121,2,50,67,374
01060064,2162,200,129,1347,366,0,8,22,1,72,17,39
01060065,909,73,28,728,66,9,0,1,1,0,3,1
01060066,665,51,23,419,164,1,0,0,0,0,6,0
01060067,3631,133,89,2803,479,6,0,1,8,11,102,2
01060068,3894,224,177,1997,1421,18,9,8,0,17,21,4
01060069,1968,84,41,1376,295,12,0,2,9,6,143,1
01060070,785,60,61,521,103,12,2,0,2,17,8,1
01060071,636,24,17,560,30,0,0,1,0,0,3,1
01060072,868,46,32,767,12,8,0,0,0,1,1,2
01060073,1933,145,73,1506,158,3,0,8,1,2,36,4
01060074,444,40,34,342,19,1,0,0,1,4,3,-
01060075,4893,204,103,3571,738,37,0,2,1,51,185,7
01060076,1055,97,40,867,8,0,1,37,0,2,3,4
01060077,708,62,24,577,40,0,0,0,0,0,3,3
01060079,351,17,10,299,8,7,0,0,3,3,4,-
01060080,1138,161,29,646,133,10,0,0,1,17,141,-
01060081,730,20,44,519,135,6,0,0,0,3,2,-
01060082,1288,83,47,1066,62,5,0,0,0,1,24,1
01060084,798,50,26,705,6,2,0,0,0,0,8,2
01060085,2605,281,92,1817,314,29,0,31,3,7,31,7
01060086,1002,113,28,719,136,3,0,1,0,2,1,2
01060087,765,220,35,329,105,13,0,29,0,34,2,6
01060088,1725,74,54,1493,75,1,0,7,0,0,20,5
01060089,345,196,40,44,50,1,0,0,0,12,2,40
01060090,856,26,19,674,125,4,0,0,0,0,7,0
01060091,537,33,15,466,14,1,0,0,2,0,6,1
01060092,1575,394,121,824,168,10,0,28,0,10,20,72
01060093,534,31,17,443,35,0,0,0,1,0,8,1
01060094,1280,76,50,1117,7,0,0,22,2,0,6,-
01060095,1406,86,51,1182,65,5,5,0,0,0,11,7
01060096,1641,72,96,1331,104,2,0,1,0,19,16,1
01060097,2017,125,36,1448,259,4,0,0,2,7,136,1
01060098,562,34,16,444,64,0,0,0,0,0,4,0
01060099,1755,96,90,1423,122,2,0,0,1,2,20,3
01060100,408,35,13,225,130,1,0,0,0,1,2,1
01060101,619,109,32,323,128,9,0,5,5,4,5,28
01061000,105570,8269,4128,75368,9023,785,114,840,251,765,6027,765
01061001,451,16,13,386,29,0,0,0,0,0,7,-
01061002,304,11,9,242,11,1,0,23,0,0,7,-
01061003,610,21,34,459,75,1,0,0,0,0,19,1
01061004,612,26,18,547,1,8,0,0,0,0,11,-
01061005,512,14,15,442,26,1,0,0,1,1,12,-
