ags,residential_buildings_total,buildings_1flat,buildings_2flats,buildings_3flats,buildings_dorms,residential_buildings_area_total
01059045,3658,2967,323,365,3,534
01059049,162,128,27,7,0,24.6
01059050,203,166,32,4,1,28
01059051,118,99,16,3,0,16.9
01059053,2030,1657,216,156,1,310.7
01059055,95,67,24,4,0,15.4
01059056,90,79,10,1,0,11.8
01059057,424,361,52,11,0,61.7
01059058,257,211,33,13,0,40.6
01059060,378,316,46,16,0,56.2
01059062,464,412,37,15,0,63.7
01059063,250,211,33,6,0,32.6
01059065,49,39,7,3,0,7.5
01059067,102,82,12,8,0,15.4
01059068,263,224,30,9,0,38.1
01059070,92,67,21,4,0,14.6
01059072,82,66,15,1,0,12.3
01059073,610,506,79,25,0,85.5
01059074,149,112,28,9,0,20.8
01059075,6241,4301,654,1279,7,1124.8
01059076,217,177,35,5,0,30.6
01059077,992,847,105,40,0,135.6
01059078,363,333,25,5,0,50.8
01059079,893,754,96,43,0,125.7
01059080,292,238,39,15,0,41.3
01059081,307,245,50,12,0,44.8
01059082,272,232,30,10,0,38.9
01059083,1740,1364,237,137,2,249.5
01059084,182,150,27,5,0,26.3
01059086,327,267,46,14,0,51.4
01059087,346,285,48,13,0,51.8
01059088,121,110,5,6,0,15.5
01059090,381,312,56,13,0,54.4
01059092,612,531,60,21,0,84.8
01059093,155,130,23,2,0,21.8
01059094,370,319,46,5,0,48.8
01059095,85,65,15,5,0,11.4
01059096,217,180,32,5,0,30.9
01059097,176,144,28,4,0,26.3
01059098,457,378,70,9,0,65.9
01059101,149,117,26,6,0,24.5
01059102,70,56,11,3,0,11.9
01059103,182,137,39,6,0,28.5
01059105,38,32,4,2,0,5.8
01059106,391,299,70,21,1,60.5
01059107,805,645,106,54,0,115.5
01059109,309,250,49,10,0,45.1
01059112,870,683,125,62,0,121.5
01059113,2078,1574,224,280,0,392
01059115,1114,914,150,50,0,157.4
01059116,604,459,103,40,2,93.9
01059118,362,307,43,11,1,49.8
01059120,3051,2489,234,326,2,564.5
01059121,365,288,63,14,0,50.1
01059123,215,177,29,9,0,33.8
01059124,51,37,11,3,0,8.8
01059126,442,360,61,20,1,67.5
01059127,798,652,111,33,2,131.9
01059128,146,119,23,4,0,21.4
01059129,94,72,19,3,0,15.6
01059131,347,281,51,15,0,52.9
01059132,280,234,39,7,0,43.8
01059136,156,131,13,12,0,24.2
01059137,617,492,89,36,0,87.4
01059138,355,311,38,6,0,50.5
01059141,254,208,36,10,0,38.5
01059142,434,370,50,14,0,48.5
01059143,359,314,27,18,0,53.9
01059144,240,197,29,14,0,39.6
01059145,412,346,48,18,0,64.6
01059147,133,114,15,4,0,15.3
01059148,267,224,35,8,0,37.7
01059149,168,147,14,7,0,26.1
01059151,118,91,25,2,0,18.6
01059152,81,66,13,2,0,10.6
01059154,234,198,29,7,0,33.2
01059155,117,104,12,1,0,15.8
01059157,180,149,21,10,0,27.7
01059158,945,813,90,41,1,145.6
01059159,563,432,105,26,0,86.9
01059161,1518,1228,209,79,2,218.5
01059162,158,124,28,6,0,25
01059163,106,85,18,3,0,14.3
01059164,396,307,77,12,0,55.6
01059167,535,415,101,19,0,77.4
01059168,288,232,39,17,0,43.7
01059169,110,83,21,6,0,18.6
01059171,1758,1402,175,181,0,284.5
01059173,365,296,53,16,0,51.7
01059174,887,741,105,41,0,134
01059176,873,754,93,26,0,125.4
01059177,166,138,23,5,0,26.1
01059178,358,278,61,19,0,56.4
01059179,719,604,90,23,2,104
01059182,580,464,102,14,0,86.7
01059183,3997,3404,411,182,0,574
01059184,1252,1034,161,57,0,186.3
01059185,1801,1487,216,96,2,257.1
01059186,1138,901,168,65,4,167
01059187,570,469,84,17,0,78.5
01059188,759,636,87,36,0,101.2
01059189,482,433,40,9,0,56
01060000,77759,63661,6880,7139,79,12889.4
01060002,883,723,107,52,1,131.5
01060003,139,120,16,3,0,21.2
01060004,4077,3278,361,437,1,677
01060005,4539,3452,418,666,3,785.7
01060006,66,50,12,4,0,9.6
01060007,314,240,53,21,0,49.4
01060008,242,199,35,8,0,37.3
01060009,304,253,40,11,0,44.7
01060010,197,168,20,9,0,30.6
01060011,1477,1251,106,120,0,228.3
01060012,1155,976,111,68,0,161.5
01060013,52,46,3,3,0,7.7
01060015,123,99,20,4,0,18.3
01060016,208,168,32,7,1,31.5
01060017,81,62,8,11,0,12.9
01060018,16,12,2,2,0,2.2
01060019,1681,1398,136,140,7,297.1
01060020,508,409,69,30,0,75.7
01060021,102,89,9,4,0,16
01060022,127,106,17,4,0,19.1
01060023,138,112,19,7,0,21.8
01060024,190,147,34,9,0,28.9
01060025,284,226,40,16,2,45.9
01060026,175,144,24,7,0,25.7
01060027,957,792,107,57,1,144.6
01060028,689,588,78,23,0,97.9
01060029,218,180,29,9,0,34
01060030,206,175,28,3,0,29.3
01060031,178,148,25,5,0,27.2
01060033,163,135,20,7,1,24.7
01060034,662,555,81,23,3,95.6
01060035,132,111,19,2,0,19.1
01060036,242,206,24,12,0,35.6
01060037,111,91,15,5,0,17.1
01060038,233,194,27,12,0,33.4
01060039,8591,7565,445,575,6,1329.4
01060040,440,370,56,13,1,68.1
01060041,127,98,20,7,2,19.2
01060042,149,127,15,7,0,23.3
01060043,822,712,70,39,1,120.4
01060044,5151,4204,283,657,7,997.7
01060045,301,259,35,7,0,44.3
01060046,441,395,35,11,0,60.4
01060047,1235,1006,177,52,0,188.3
01060048,199,170,21,8,0,29.1
01060049,531,433,71,26,1,84.8
01060050,170,137,24,9,0,25.9
01060051,164,139,21,4,0,24.2
01060052,237,213,17,7,0,31.5
01060053,610,485,82,43,0,92.4
01060054,810,664,100,46,0,115.9
01060056,98,81,13,4,0,15.9
01060057,143,104,26,13,0,23.8
01060058,839,699,101,39,0,126.1
01060059,351,293,35,22,1,51.2
01060060,224,189,28,7,0,31.9
01060061,264,228,29,7,0,37.4
01060062,279,228,41,9,1,41.4
01060063,18760,14847,1173,2713,27,3553.3
01060064,396,322,48,26,0,57.1
01060065,499,418,64,16,1,73
01060066,335,294,32,9,0,48.6
01060067,526,428,63,35,0,79.1
01060068,819,659,103,55,2,121.6
01060069,419,364,47,8,0,58.5
01060070,304,262,35,7,0,43
01060071,97,75,16,6,0,16.2
01060072,182,161,6,15,0,25.1
01060073,683,569,89,25,0,101.1
01060074,94,82,9,3,0,14
01060075,818,690,86,42,0,115.7
01060076,663,541,95,27,0,96.4
01060077,381,315,53,13,0,55.6
01060079,57,39,12,6,0,11
01060080,183,159,17,7,0,26
01060081,90,74,13,3,0,12.5
01060082,332,261,48,23,0,51.7
01060084,304,257,34,12,1,44.3
01060085,1086,899,121,61,5,172.1
01060086,59,55,4,0,0,8
01060087,234,201,21,12,0,33.3
01060088,334,255,50,29,0,54.8
01060089,1312,1048,106,156,2,218.4
01060090,80,72,7,1,0,10.7
01060091,173,140,26,7,0,24.6
01060092,2730,2200,256,273,1,426.4
01060093,146,116,21,9,0,22.8
01060094,450,362,61,27,0,71.5
01060095,333,268,49,16,0,49.8
01060096,333,287,35,11,0,47.7
01060097,307,245,42,20,0,46.1
01060098,150,125,13,12,0,22.8
01060099,559,453,86,20,0,80.1
01060100,154,134,16,4,0,23.4
01060101,332,282,33,17,0,52.2
01061000,42657,34657,4145,3821,34,6353
01061001,41,32,9,0,0,7
01061002,25,23,2,0,0,3.7
01061003,64,57,4,3,0,8.8
01061004,73,61,10,2,0,11.1
01061005,41,37,3,1,0,6.7
01061006,209,182,24,3,0,30.5
01061007,352,319,22,11,0,46.2
01061008,40,36,4,0,0,5.6
01061010,58,48,7,3,0,7.6
01061011,82,70,10,2,0,12.6
01061012,242,212,27,3,0,31.5
01061013,56,50,5,1,0,7.7
01061014,48,37,9,2,0,7.1
01061015,299,274,22,3,0,39.8
01061016,123,115,8,0,0,16.8
01061017,457,378,49,30,0,61.3
01061018,406,365,22,19,0,51.3
01061019,779,671,78,30,0,108
01061020,9,9,0,0,0,1
01061021,21,17,3,1,0,3.6
01061022,386,344,33,9,0,51.7
01061023,102,87,14,1,0,14
01061024,90,75,13,2,0,13
01061025,132,121,11,0,0,17.3
01061026,54,51,2,1,0,7.7
01061027,255,221,31,3,0,36.6
01061028,161,145,16,0,0,21.5
01061029,3170,2392,259,512,7,502.4
01061030,117,104,12,1,0,15.5
01061031,149,126,20,3,0,21.3
01061033,46,43,2,1,0,6.4
01061034,551,442,75,33,1,81.7
01061035,297,253,35,9,0,39.3
01061036,246,220,21,5,0,33.1
01061037,413,361,40,12,0,56.7
01061038,22,20,0,2,0,4.5
01061039,73,62,11,0,0,10
01061040,699,580,84,35,0,103.8
01061041,330,278,37,14,1,46.7
01061042,1910,1541,193,176,0,284.8
01061043,160,136,21,3,0,21.2
01061044,1902,1615,200,84,3,266.7
01061045,107,95,11,1,0,14.9
01061046,8199,5760,786,1641,12,1412.8
01061047,159,142,17,0,0,21.8
01061048,21,16,3,2,0,3.9
01061049,2486,1968,256,261,1,371.5
01061050,797,675,93,28,1,114.1
01061052,221,199,17,5,0,29.5
01061053,9,7,2,0,0,1.5
01061054,92,81,7,4,0,11.7
01061055,847,696,110,41,0,112.6
01061056,923,830,55,36,2,116.8
01061057,202,176,19,7,0,27.3
01061058,64,51,12,1,0,8.4
01061059,21,18,2,1,0,3.1
01061060,64,57,6,1,0,7.3
01061061,735,527,73,134,1,114.8
01061062,51,48,3,0,0,6.5
01061063,92,81,8,3,0,11.9
01061064,59,56,3,0,0,7.8
01061065,284,240,32,12,0,39.9
01061066,145,131,11,3,0,20.8
01061067,168,142,21,5,0,23.4
01061068,43,37,5,1,0,5.8
01061070,21,18,0,3,0,3.1
01061071,121,108,11,2,0,17.5
01061072,717,610,73,34,0,101.7
01061073,216,170,31,15,0,34.1
01061074,322,271,45,6,0,45.4
01061076,49,42,6,1,0,7.5
01061077,320,289,24,7,0,41.2
01061078,106,91,11,4,0,14.4
01061079,533,443,54,35,1,82.9
01061080,69,64,5,0,0,9
01061081,43,37,4,2,0,6.6
01061082,433,384,38,11,0,60.1
01061083,273,230,32,11,0,41.7
01061084,110,97,11,2,0,16.7
01061085,88,77,10,1,0,11.8
01061086,152,135,13,4,0,21.7
01061087,195,164,26,5,0,28.2
01061088,158,138,15,4,1,24.5
01061089,38,35,3,0,0,5.3
01061091,280,249,24,6,1,40
01061092,205,182,16,7,0,26
01061093,142,119,14,9,0,22.1
01061095,330,271,29,30,0,47.5
01061096,150,123,18,9,0,22.7
01061097,872,756,68,47,1,129.6
01061098,88,81,6,1,0,11.5
01061100,62,56,5,1,0,8.5
01061101,294,263,20,11,0,39.9
01061102,40,35,5,0,0,6.2
01061103,30,19,7,4,0,5.8
01061104,279,242,31,6,0,36.8
01061105,476,422,36,18,0,63.3
01061106,51,49,2,0,0,6.5
01061107,691,612,40,39,0,101.4
01061108,123,110,12,1,0,14.6
01061109,142,126,9,7,0,18.1
01061110,575,523,32,19,1,73.7
01061111,5,5,0,0,0,0.6
01061112,53,44,4,5,0,7.6
01061113,1408,1108,157,143,0,211.2
01061114,118,106,8,4,0,16.8
01061115,54,39,13,2,0,8.5
01061116,771,622,78,71,0,115.6
01061117,136,120,14,2,0,19.5
01061118,669,575,71,23,0,91.6
01061119,170,154,14,2,0,22
01062000,68884,55732,6781,6326,45,11532.4
01062001,8300,6424,728,1145,3,1572.9
01062003,302,251,29,22,0,47.1
01062004,5990,4690,507,786,7,1063.5
01062005,889,746,82,58,3,137.8
01062006,4369,3621,343,402,3,722.5
01062008,291,242,34,15,0,43.5
01062009,3867,3233,345,287,2,619.9
01062011,316,274,27,15,0,51
01062014,718,613,67,38,0,99.4
01062016,895,728,124,43,0,136
01062018,3999,3185,262,545,7,792.6
01062019,278,230,34,13,1,40.3
01062020,228,178,36,14,0,34.1
01062021,518,418,76,23,1,79.1
01062022,642,536,73,32,1,97.4
01062023,2773,2295,228,248,2,486.5
01062025,577,483,67,27,0,82.5
01062026,166,139,20,7,0,24.8
01062027,427,347,66,14,0,64.7
01062031,175,142,25,8,0,25.4
01062032,199,153,33,13,0,29.8
01062033,19,14,5,0,0,2.7
01062035,1237,1035,154,47,1,182.4
01062036,635,532,75,28,0,98.9
01062039,271,225,38,8,0,38.6
01062040,132,108,17,7,0,19.9
01062045,1027,830,122,75,0,167.3
01062046,304,266,28,10,0,42.6
01062048,209,169,27,13,0,30.6
01062050,124,101,14,9,0,18.8
01062051,173,151,17,5,0,25.8
01062053,2430,1951,242,237,0,412.8
01062056,371,295,58,18,0,56.4
01062058,86,69,14,3,0,12.7
01062059,241,199,28,14,0,35.8
01062060,7434,6008,580,841,5,1277.5
01062061,2699,2108,350,240,1,426.4
01062062,415,348,49,17,1,60.6
01062065,391,306,60,25,0,60.3
01062069,746,601,88,56,1,119.6
01062071,592,483,78,31,0,92.6
01062076,2277,1875,269,131,2,351.1
01062078,428,335,70,23,0,62.2
01062081,677,602,54,21,0,93.2
01062082,2563,2054,266,241,2,420.7
01062083,263,203,38,22,0,39.8
01062086,535,465,48,22,0,76.6
01062087,504,410,68,26,0,74.3
01062088,564,454,86,24,0,87.6
01062089,443,357,65,21,0,69
01062090,2952,2476,228,246,2,489.7
01062091,906,704,142,60,0,140.2
01062092,599,491,90,18,0,87.1
01062093,188,133,41,14,0,32.5
01062094,530,446,66,18,0,75.4
02000000,257565,153004,20572,83542,447,73477.3
03000000,2293624,1701145,333890,256277,2312,405736.6
03101000,42554,25063,4256,13149,86,11278.4
03102000,23473,15229,2595,5629,20,4647.8
03103000,27529,18855,3203,5434,37,6013.5
03151000,57474,45344,8468,3619,43,9545.8
03151001,634,517,93,24,0,105.2
03151002,400,319,68,13,0,61.2
03151003,316,246,67,3,0,49.3
03151004,505,462,33,10,0,73
03151005,1183,976,167,40,0,185.4
03151006,1735,1341,281,111,2,291.6
03151007,506,406,82,18,0,83.8
03151008,596,479,91,25,1,98.9
03151009,11530,8637,1573,1308,12,2072
03151010,645,492,128,25,0,114.6
03151011,1488,1091,291,105,1,250.9
03151012,828,638,143,47,0,139.9
03151013,2065,1645,268,150,2,331.2
03151014,745,626,89,30,0,117.3
03151015,1540,1264,200,74,2,248.3
03151016,2853,2267,421,163,2,482.8
03151017,2741,2166,437,136,2,437.7
03151018,1828,1420,306,101,1,293.5
03151019,302,241,54,7,0,53.6
03151020,674,546,102,26,0,100.7
03151021,676,544,101,31,0,107.3
03151022,718,585,100,32,1,117.6
03151023,727,576,95,55,1,126.4
03151024,1945,1571,285,87,2,311
03151025,3940,3277,483,178,2,609.8
03151026,308,239,57,12,0,52
03151027,2389,1894,348,145,2,415.2
03151028,522,436,70,16,0,79.7
03151029,515,405,92,18,0,79.6
03151030,541,446,82,13,0,83.7
03151031,473,387,61,25,0,74.4
03151032,528,445,69,13,1,87.8
03151033,525,430,77,17,1,81.2
03151034,1117,901,162,53,1,184.2
03151035,393,322,58,13,0,62.4
03151036,1216,948,220,48,0,201.2
03151037,623,474,121,27,1,103.2
03151038,1846,1505,227,114,0,281.1
03151039,935,732,138,64,1,149.9
03151040,3942,3067,648,222,5,668.6
03151041,481,381,80,20,0,78.5
03153000,38593,23565,8037,6910,81,7130
03153002,5527,3214,1083,1226,4,1135.3
03153008,2828,2057,574,195,2,433.8
03153012,5621,3545,1236,836,4,1030.4
03153016,2194,1292,450,449,3,423.7
03153017,13315,8074,2456,2766,19,2471.4
03153018,3921,2165,834,878,44,761.4
03153019,5187,3218,1404,560,5,874
03154000,29555,21986,4198,3355,16,4886.1
03154001,723,596,101,26,0,107.5
03154002,173,143,25,5,0,26.1
03154004,837,645,154,38,0,133.3
03154005,282,195,58,29,0,44.9
03154006,269,212,50,7,0,43.2
03154007,408,338,57,13,0,62
03154008,830,605,141,84,0,132.3
03154009,972,768,172,30,2,166.1
03154012,387,299,61,25,2,59.8
03154013,5022,3710,876,435,1,836.1
03154014,3792,2914,533,343,2,632.5
03154015,297,212,37,48,0,53.1
03154016,179,147,26,6,0,27.1
03154017,313,258,43,11,1,46
03154018,281,235,40,6,0,43.1
03154019,3469,2417,398,652,2,575.5
03154021,581,417,109,54,1,95.2
03154022,257,204,44,9,0,39.2
03154024,1727,1426,205,94,2,260.7
03154025,347,278,55,14,0,52.3
03154026,405,338,47,20,0,57.9
03154027,673,530,118,25,0,104.3
03154028,7331,5099,848,1381,3,1288
03155000,40168,26091,9408,4647,22,7141.9
03155001,2872,1936,569,363,4,518.9
03155002,1102,709,314,79,0,182.5
03155003,3323,2346,737,240,0,539.9
03155005,2508,1712,584,212,0,429.7
03155006,2153,1519,523,111,0,352.1
03155007,2351,1651,546,152,2,396.5
03155009,2166,1469,531,165,1,359.6
03155010,2547,1651,578,318,0,447.9
03155011,7441,4320,1742,1371,8,1475.9
03155012,4329,2690,1220,417,2,773.3
03155013,9376,6088,2064,1219,5,1665.6
03157000,42183,31868,6655,3641,19,7043.5
03157001,4281,3351,702,227,1,696.2
03157002,3122,2368,552,198,4,513.7
03157005,4309,3395,579,334,1,727.1
03157006,13816,9869,2101,1834,12,2379.3
03157007,5657,4411,815,431,0,972
03157008,3352,2581,558,212,1,578.3
03157009,7646,5893,1348,405,0,1176.9
03158000,35951,26886,5013,4023,29,6388.3
03158002,1115,858,204,53,0,175.8
03158004,798,608,142,47,1,134.6
03158005,323,243,67,13,0,51.9
03158006,4316,3487,584,244,1,695.7
03158007,267,220,42,5,0,39.1
03158008,984,791,135,58,0,159.4
03158009,437,332,81,24,0,71.8
03158010,211,153,47,11,0,35.4
03158011,556,418,110,28,0,89
03158012,336,270,47,18,1,56.5
03158013,459,379,55,25,0,82.2
03158014,390,303,64,23,0,63.4
03158016,561,437,90,34,0,87.6
03158017,189,148,29,12,0,30.5
03158018,393,328,53,12,0,59.8
03158019,237,191,37,8,1,35.2
03158021,572,463,74,34,1,90.2
03158022,284,223,46,14,1,44.8
03158023,210,139,43,28,0,35.7
03158025,184,138,33,13,0,29.5
03158027,1729,1279,252,197,1,283.6
03158028,338,263,63,12,0,53
03158030,1707,1367,221,118,1,361.1
03158031,360,293,59,7,1,56.8
03158032,278,223,49,6,0,45.6
03158033,373,288,71,14,0,58.6
03158035,273,219,39,15,0,42.9
03158036,397,306,63,28,0,65.1
03158037,12912,8976,1372,2544,20,2594.6
03158038,992,725,201,66,0,159.8
03158039,2913,2154,495,264,0,460.8
03158040,857,664,145,48,0,138.1
03159000,82268,51532,16928,13567,241,16015.3
03159001,1985,1246,554,185,0,336.3
03159002,2735,1614,806,314,1,461.5
03159003,3265,1885,858,522,0,552.2
03159004,2300,1429,479,391,1,410.8
03159005,752,538,178,36,0,119.8
03159006,261,215,35,11,0,41
03159007,4102,2911,776,413,2,731.9
03159008,172,124,42,5,1,31.2
03159009,1292,851,306,134,1,222.8
03159010,6408,4529,1226,652,1,1088.5
03159011,653,457,156,40,0,108.5
03159012,136,84,40,12,0,24.4
03159013,2300,1614,544,141,1,383.1
03159014,1297,993,213,89,2,206.6
03159015,2962,2106,671,184,1,504.6
03159016,19199,9698,2667,6630,204,5199.7
03159017,6379,3940,1364,1065,10,1157.1
03159018,1337,969,279,87,2,210.7
03159019,4090,2688,926,472,4,675.6
03159020,328,214,97,17,0,55.1
03159021,306,206,75,25,0,55.2
03159022,381,314,56,11,0,61.5
03159023,341,248,83,10,0,61.3
03159024,496,358,114,23,1,82.6
03159025,348,287,52,9,0,55.5
03159026,6685,4087,1627,965,6,1172.5
03159027,612,446,141,25,0,96
03159028,338,277,46,15,0,53
03159029,2970,1758,689,521,2,595.5
03159030,319,259,54,6,0,47.7
03159031,657,454,173,30,0,109.2
03159032,546,417,96,33,0,89.4
03159033,441,332,79,30,0,74.2
03159034,2714,1776,731,206,1,439.2
03159035,432,299,107,26,0,74.6
03159036,1708,1124,390,194,0,265.3
03159037,210,158,44,8,0,35.7
03159038,144,115,25,4,0,21.8
03159039,667,512,129,26,0,103.7
03241000,232375,152359,30922,48825,269,53217.3
03241002,9515,6326,1975,1205,9,1740
03241003,8253,6155,1061,1034,3,1524.7
03241004,6447,5002,891,552,2,1150.2
03241005,13871,9216,2093,2551,11,2809.1
03241006,4013,2750,618,641,4,801.7
03241007,5517,4388,534,593,2,980.9
03241008,7181,5679,906,587,9,1303.2
03241009,8182,5925,886,1368,3,1860.6
03241010,11543,7766,1546,2226,5,2383
03241011,11309,7840,1898,1561,10,2092.5
03241012,13284,9701,2262,1314,7,2315.7
03241013,4478,3347,694,436,1,761.7
03241014,5709,4071,748,888,2,1102.3
03241015,7291,4475,1162,1651,3,1557.3
03241016,6763,5125,1059,578,1,1139.7
03241017,8511,5824,1731,954,2,1524.1
03241018,6508,4849,1241,415,3,1042.6
03241019,9554,7401,1435,715,3,1642.1
03241020,4379,3180,721,477,1,769
03241021,11685,8254,1971,1453,7,2051.8
03241001,68382,35085,5490,27626,181,22665
03251000,69353,54231,10242,4830,50,11476.9
03251001,284,233,39,12,0,44.7
03251002,942,708,195,38,1,165.5
03251003,355,273,74,8,0,62
03251004,438,354,69,15,0,70.7
03251005,1991,1569,255,158,9,318.4
03251006,343,269,58,15,1,55.2
03251007,5262,4127,801,332,2,865.2
03251008,388,287,85,14,2,66.9
03251009,330,238,78,14,0,58.8
03251011,162,138,22,2,0,26.7
03251012,5073,3848,683,538,4,863.8
03251013,977,785,160,32,0,161.3
03251014,317,258,48,11,0,51.9
03251015,495,381,102,12,0,82.5
03251017,597,523,65,9,0,94.6
03251018,109,87,16,6,0,13.8
03251019,177,142,29,6,0,29.1
03251020,537,439,67,31,0,74.1
03251021,704,579,102,22,1,131.2
03251022,604,503,63,38,0,81.3
03251023,901,653,150,98,0,160.6
03251024,130,92,31,7,0,22.9
03251025,242,174,53,15,0,43.5
03251026,897,709,149,38,1,145.2
03251027,352,277,62,13,0,60.7
03251028,408,356,45,7,0,60.2
03251029,152,109,32,11,0,27.7
03251030,671,547,102,19,3,105.3
03251031,244,196,41,7,0,42.3
03251032,524,449,64,11,0,80.2
03251033,843,654,151,37,1,139.1
03251034,407,318,73,16,0,63.8
03251035,171,135,30,6,0,29.6
03251036,206,146,41,19,0,36.6
03251037,11050,8936,1300,808,6,1804.2
03251038,334,278,43,12,1,53.8
03251040,3816,2868,569,377,2,654.5
03251041,7685,5987,1113,580,5,1263.2
03251042,3978,3071,675,230,2,662.6
03251043,439,346,75,18,0,76.7
03251044,2081,1599,389,92,1,333.8
03251045,256,209,40,7,0,42.2
03251046,611,531,67,13,0,91.7
03251047,9944,7650,1417,872,5,1665.1
03251049,2926,2200,519,204,3,493.8
03252000,41848,26612,8763,6435,38,7795
03252001,3219,2013,807,397,2,568.8
03252002,5568,3626,1367,575,0,950.2
03252003,4665,2604,924,1129,8,983.3
03252004,2410,1663,581,162,4,397.4
03252005,3127,2054,768,303,2,547.3
03252006,13802,8489,2207,3093,13,2799.5
03252007,5728,3772,1408,542,6,1003.1
03252008,3329,2391,701,234,3,545.3
03254000,74556,50586,13294,10621,55,13835.9
03254002,5441,3275,1309,852,5,991.7
03254003,2761,2131,494,135,1,427.2
03254005,4225,3058,759,407,1,692.4
03254008,3334,2445,648,236,5,535
03254011,2057,1545,344,167,1,337.1
03254013,939,663,234,42,0,149.8
03254014,2758,1899,571,287,1,462.9
03254017,2898,2045,554,296,3,496
03254020,3670,2732,664,274,0,603
03254021,19032,11122,2222,5663,25,4531.5
03254022,2407,1830,435,142,0,388.9
03254026,3945,2781,844,317,3,659.7
03254028,4845,3441,713,686,5,910.6
03254029,2739,1988,617,134,0,446.1
03254032,2613,1985,461,166,1,423.6
03254041,1766,1212,451,102,1,282.2
03254042,1604,1056,397,151,0,266.1
03254043,3489,2381,745,362,1,590.1
03254044,1876,1304,455,116,1,305.5
03254045,2157,1693,377,86,1,336.5
03255000,22510,14410,5458,2628,14,3875.3
03255001,155,113,37,5,0,25
03255002,1299,837,338,124,0,224
03255003,1671,1006,449,214,2,288.4
03255004,868,531,237,99,1,148.2
03255005,253,170,66,17,0,41.9
03255007,504,365,121,18,0,79.2
03255008,2585,1578,792,215,0,429.4
03255009,234,154,68,12,0,38.2
03255010,291,216,62,13,0,44.8
03255012,342,252,72,17,1,55.4
03255013,1214,800,313,100,1,193.9
03255014,344,191,99,54,0,57.7
03255015,345,234,98,12,1,58.5
03255016,593,432,140,21,0,97.7
03255017,656,424,184,47,1,106.9
03255018,357,272,76,9,0,55.8
03255019,303,202,80,21,0,49.6
03255020,169,119,39,11,0,29.6
03255021,160,114,37,9,0,26.1
03255022,228,157,66,5,0,35.1
03255023,5216,3119,939,1154,4,997.3
03255025,372,272,81,19,0,59.1
03255026,689,407,189,90,3,122.5
03255027,244,161,68,15,0,37.9
03255028,158,98,53,7,0,25.8
03255030,237,160,69,8,0,42
03255031,414,301,91,22,0,71
03255032,153,103,45,5,0,25.5
03255033,402,269,104,29,0,64.7
03255034,1670,1065,356,249,0,281.1
03255035,158,120,36,2,0,27.9
03255036,226,168,53,5,0,35.1
03256000,38069,28167,6765,3116,21,6433.1
03256001,624,490,115,19,0,103.2
03256002,368,289,63,15,1,62.8
03256003,756,579,133,44,0,125.3
03256004,1191,921,230,40,0,202.6
03256005,620,478,121,21,0,94.9
03256006,591,437,127,27,0,95.8
03256007,1195,908,198,89,0,192.5
